ad_id,type,price,area,bedrooms,bathrooms,level,furnished,rent,city,region
Ad id 194300738,dsduwphqw,1450000.0,120.0,2,2,5,no,no,jlcd,6wk ri rfwrehu
Ad id 194300722,dsduwphqw,3000000.0,300.0,4,4,2,no,no,jlcd,6wk ri rfwrehu
Ad id 194300721,dsduwphqw,3391455.0,148.0,2,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300713,dsduwphqw,2650000.0,180.0,3,2,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300710,dsduwphqw,890000.0,100.0,2,1,ground,no,no,fdlur,vkrurxn flwb
Ad id 194300707,dsduwphqw,3000000.0,161.0,3,2,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300703,dsduwphqw,4800000.0,211.0,3,3,1,no,no,fdlur,uhkde flwb
Ad id 193412215,dsduwphqw,695000.0,140.0,3,3,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 194300687,dsduwphqw,283000.0,152.0,3,2,1,no,no,jlcd,6wk ri rfwrehu
Ad id 194300673,dsduwphqw,2500000.0,155.0,3,3,ground,no,no,fdlur,uhkde flwb
Ad id 193594741,dsduwphqw,1780000.0,175.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 193412681,dsduwphqw,695000.0,140.0,3,3,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 192471409,gxsoha,2301000.0,295.0,4,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 191793168,dsduwphqw,1810000.0,182.0,3,3,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300670,gxsoha,5100000.0,278.0,4,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300661,dsduwphqw,2100000.0,99.0,2,1,1,no,no,fdlur,uhkde flwb
Ad id 194300653,shqwkrxvh,1900000.0,314.0,4,3,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300649,dsduwphqw,4100000.0,144.0,2,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 193412749,dsduwphqw,695000.0,140.0,3,3,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 192478909,dsduwphqw,466000.0,196.0,3,3,ground,no,no,fdlur,prvwdnedo flwb
Ad id 182354862,vwxglr,127000.0,75.0,1,1,4,no,no,fdlur,qhz fdslwdo flwb
Ad id 194300634,dsduwphqw,1100000.0,135.0,3,2,2,no,no,jlcd,6wk ri rfwrehu
Ad id 194300615,dsduwphqw,1000000.0,150.0,3,2,1,no,no,uhg vhd,kxujkdgd
Ad id 194300610,dsduwphqw,3800000.0,240.0,4,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300606,dsduwphqw,370000.0,155.0,3,2,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194193595,vwxglr,3000.0,45.0,1,1,4,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194114351,dsduwphqw,6000.0,140.0,3,2,3,no,yes,jlcd,6wk ri rfwrehu
Ad id 194134640,dsduwphqw,4000.0,125.0,2,2,9,yes,yes,jlcd,idlvdo
Ad id 194227461,dsduwphqw,20000.0,230.0,3,2,2,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194227404,dsduwphqw,65000.0,306.0,4,4,ground,no,yes,jlcd,vkhlnk cdbhg
Ad id 194227386,dsduwphqw,9500.0,145.0,3,2,5,no,yes,fdlur,pdglqdwb
Ad id 192615182,dsduwphqw,200.0,145.0,3,2,7,yes,yes,dohadqguld,vlgl ehvku
Ad id 194227339,dsduwphqw,11000.0,72.0,2,1,3,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194227319,gxsoha,12000.0,400.0,5,4,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194211557,dsduwphqw,5500.0,230.0,3,2,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194163956,dsduwphqw,8000.0,250.0,3,3,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194227242,dsduwphqw,18000.0,250.0,4,2,1,yes,yes,jlcd,grnnl
Ad id 194227158,vwxglr,15000.0,100.0,1,2,2,no,yes,jlcd,vkhlnk cdbhg
Ad id 194227122,dsduwphqw,4500.0,180.0,3,2,ground,no,yes,jlcd,6wk ri rfwrehu
Ad id 187539345,dsduwphqw,3500.0,150.0,2,1,ground,no,yes,fdlur,rerxu flwb
Ad id 194226823,dsduwphqw,5000.0,80.0,2,1,3,yes,yes,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 179026763,dsduwphqw,400.0,100.0,2,1,3,yes,yes,gdplhwwd,qhz gdplhwwd
Ad id 194227079,vwxglr,15000.0,100.0,1,2,2,no,yes,jlcd,vkhlnk cdbhg
Ad id 194227062,dsduwphqw,4000.0,180.0,3,2,10,yes,yes,dohadqguld,vlgl ehvku
Ad id 194227006,dsduwphqw,10000.0,78.0,2,1,2,yes,yes,fdlur,pdglqdwb
Ad id 191616987,dsduwphqw,15000.0,260.0,3,3,9,no,yes,jlcd,prkdqghvvlq
Ad id 194226800,dsduwphqw,4000.0,135.0,2,1,9,yes,yes,dohadqguld,pdqgdud
Ad id 194226759,dsduwphqw,6500.0,60.0,1,1,3,yes,yes,fdlur,kholrsrolv
Ad id 194226713,dsduwphqw,9000.0,200.0,4,3,2,no,yes,fdlur,pdglqdwb
Ad id 194226642,dsduwphqw,10000.0,108.0,2,2,3,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194226422,dsduwphqw,5500.0,100.0,2,1,4,yes,yes,dohadqguld,udpo vwdwlrq
Ad id 194226415,dsduwphqw,7000.0,210.0,3,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194226364,dsduwphqw,7000.0,200.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194225671,dsduwphqw,8000.0,200.0,3,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194226275,dsduwphqw,14000.0,218.0,3,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194088915,dsduwphqw,9000.0,210.0,3,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194222948,dsduwphqw,8000.0,200.0,3,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194206451,dsduwphqw,15000.0,298.0,4,3,ground,no,yes,fdlur,pdglqdwb
Ad id 194225943,dsduwphqw,6000.0,116.0,3,2,4,no,yes,fdlur,pdglqdwb
Ad id 194128216,dsduwphqw,10000.0,150.0,3,2,10,no,yes,fdlur,do pdqldo
Ad id 194214729,dsduwphqw,2750.0,120.0,2,1,8,no,yes,jlcd,idlvdo
Ad id 194225862,dsduwphqw,5250.0,96.0,2,2,1,no,yes,fdlur,pdglqdwb
Ad id 194225824,dsduwphqw,6500.0,145.0,3,1,2,no,yes,fdlur,pdglqdwb
Ad id 194204817,dsduwphqw,5000.0,70.0,2,1,ground,no,yes,jlcd,vkhlnk cdbhg
Ad id 193342766,dsduwphqw,15000.0,170.0,3,1,5,yes,yes,fdlur,qdvu flwb
Ad id 194225763,dsduwphqw,25000.0,157.0,2,2,4,yes,yes,pdwuxk,dodphlq
Ad id 194225732,dsduwphqw,4500.0,70.0,2,1,3,no,yes,jlcd,6wk ri rfwrehu
Ad id 194225712,gxsoha,17000.0,350.0,4,3,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194289684,gxsoha,620000.0,220.0,4,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 193856312,dsduwphqw,1015000.0,145.0,3,2,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300599,dsduwphqw,750000.0,114.0,2,1,2,no,no,fdlur,vkrurxn flwb
Ad id 194300588,dsduwphqw,2250000.0,116.0,3,2,3,no,no,fdlur,pdglqdwb
Ad id 194300580,dsduwphqw,4200000.0,170.0,3,2,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300579,dsduwphqw,1200000.0,200.0,3,3,2,no,no,jlcd,6wk ri rfwrehu
Ad id 194300562,dsduwphqw,1000000.0,130.0,3,2,3,no,no,fdlur,qhz fdslwdo flwb
Ad id 194246599,dsduwphqw,4200000.0,242.0,3,2,7,no,no,fdlur,kholrsrolv
Ad id 193413640,dsduwphqw,695000.0,140.0,3,3,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 194300561,dsduwphqw,1850000.0,240.0,3,2,9,no,no,fdlur,cdkudd do pddgl
Ad id 194300560,dsduwphqw,3750000.0,250.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300547,dsduwphqw,1300000.0,223.0,3,2,1,no,no,fdlur,vkrurxn flwb
Ad id 194300532,dsduwphqw,2250000.0,190.0,3,3,2,no,no,jlcd,vkhlnk cdbhg
Ad id 194300528,dsduwphqw,3000000.0,280.0,4,4,ground,no,no,jlcd,6wk ri rfwrehu
Ad id 194300524,dsduwphqw,3500000.0,200.0,3,2,9,no,no,dohadqguld,pdqgdud
Ad id 194300515,dsduwphqw,330000.0,182.0,3,3,1,no,no,jlcd,6wk ri rfwrehu
Ad id 194300510,dsduwphqw,370000.0,210.0,3,2,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 183869532,dsduwphqw,1275000.0,170.0,3,2,9,no,no,gdndkold,pdqvxud
Ad id 194300485,dsduwphqw,3191769.0,172.0,2,2,2,no,no,jlcd,vkhlnk cdbhg
Ad id 194300476,dsduwphqw,2725000.0,165.0,3,3,4,no,no,fdlur,prvwdnedo flwb
Ad id 194300474,gxsoha,1600000.0,160.0,3,3,ground,no,no,jlcd,6wk ri rfwrehu
Ad id 194300468,dsduwphqw,390000.0,140.0,2,1,2,no,no,dohadqguld,qdnkhho
Ad id 194300467,dsduwphqw,1180000.0,135.0,3,2,4,no,no,jlcd,6wk ri rfwrehu
Ad id 194300460,dsduwphqw,2500000.0,131.0,3,2,2,no,no,fdlur,pdglqdwb
Ad id 194300455,dsduwphqw,350000.0,135.0,3,2,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194285766,dsduwphqw,10500000.0,234.0,3,4,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194027972,dsduwphqw,2685000.0,235.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194026904,dsduwphqw,1092000.0,140.0,3,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 192330728,gxsoha,2000000.0,230.0,3,4,ground,no,no,jlcd,6wk ri rfwrehu
Ad id 182367374,dsduwphqw,195000.0,120.0,2,2,3,no,no,fdlur,qhz fdslwdo flwb
Ad id 182341574,dsduwphqw,300000.0,140.0,2,2,2,no,no,fdlur,qhz fdslwdo flwb
Ad id 194300441,dsduwphqw,300000.0,165.0,3,2,5,no,no,fdlur,qdvu flwb
Ad id 194300431,dsduwphqw,884000.0,124.0,3,2,7,no,no,fdlur,qhz fdslwdo flwb
Ad id 194300428,dsduwphqw,3870000.0,160.0,3,2,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300422,gxsoha,5150000.0,278.0,3,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300419,dsduwphqw,2040100.0,223.0,3,3,2,no,no,jlcd,vkhlnk cdbhg
Ad id 194300407,dsduwphqw,370000.0,155.0,3,2,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300383,vwxglr,420000.0,65.0,1,1,4,no,no,uhg vhd,kxujkdgd
Ad id 194299814,gxsoha,5494000.0,241.0,4,3,ground,no,no,fdlur,qhz fdslwdo flwb
Ad id 194299713,dsduwphqw,3752000.0,214.0,4,3,2,no,no,fdlur,qhz fdslwdo flwb
Ad id 194027133,dsduwphqw,1640000.0,140.0,3,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194024707,gxsoha,2150000.0,350.0,3,3,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 193413675,dsduwphqw,695000.0,250.0,3,3,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 192876793,dsduwphqw,1100000.0,140.0,3,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194225669,dsduwphqw,7000.0,165.0,3,3,2,no,yes,jlcd,vkhlnk cdbhg
Ad id 194225652,dsduwphqw,10000.0,160.0,3,3,ground,no,yes,jlcd,vkhlnk cdbhg
Ad id 194216688,dsduwphqw,75000.0,80.0,2,1,5,no,yes,fdlur,pduj
Ad id 192510754,urrp,550.0,93.0,3,1,5,yes,yes,fdlur,pddgl
Ad id 194225413,dsduwphqw,18000.0,134.0,3,2,ground,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194225397,dsduwphqw,13000.0,134.0,3,2,2,no,yes,jlcd,vkhlnk cdbhg
Ad id 194225290,dsduwphqw,10000.0,131.0,2,2,1,yes,yes,fdlur,uhkde flwb
Ad id 193667528,dsduwphqw,15000.0,285.0,3,3,6,no,yes,fdlur,kholrsrolv
Ad id 194225105,dsduwphqw,5500.0,96.0,2,2,1,no,yes,fdlur,pdglqdwb
Ad id 194225075,dsduwphqw,12000.0,96.0,2,2,4,yes,yes,fdlur,pdglqdwb
Ad id 194225074,dsduwphqw,15000.0,124.0,3,2,ground,yes,yes,fdlur,pdglqdwb
Ad id 194225052,dsduwphqw,5000.0,84.0,2,1,1,no,yes,fdlur,pdglqdwb
Ad id 192441988,dsduwphqw,3500.0,100.0,3,1,1,yes,yes,jlcd,idlvdo
Ad id 194224893,dsduwphqw,14000.0,165.0,3,2,ground,yes,yes,fdlur,uhkde flwb
Ad id 194224858,dsduwphqw,25000.0,165.0,3,3,1,yes,yes,fdlur,pdglqdwb
Ad id 194122626,dsduwphqw,8000.0,70.0,2,1,3,yes,yes,fdlur,pdglqdwb
Ad id 194224748,gxsoha,13000.0,350.0,4,3,ground,no,yes,jlcd,vkhlnk cdbhg
Ad id 194224708,dsduwphqw,9000.0,120.0,2,1,4,yes,yes,fdlur,cdkudd do pddgl
Ad id 194224698,vwxglr,11999.0,88.0,1,1,ground,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194224649,dsduwphqw,5000.0,78.0,2,1,2,no,yes,fdlur,pdglqdwb
Ad id 194224638,dsduwphqw,6500.0,89.0,2,2,ground,no,yes,fdlur,pdglqdwb
Ad id 194224595,dsduwphqw,13000.0,175.0,2,2,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194224426,dsduwphqw,22000.0,110.0,2,2,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 191863581,dsduwphqw,1000.0,240.0,3,2,5,yes,yes,jlcd,prkdqghvvlq
Ad id 194224293,dsduwphqw,24999.0,210.0,3,4,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194224215,dsduwphqw,11000.0,96.0,2,2,4,yes,yes,fdlur,pdglqdwb
Ad id 193717064,dsduwphqw,20000.0,200.0,3,3,1,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194223116,dsduwphqw,7900.0,140.0,3,2,4,no,yes,fdlur,pdglqdwb
Ad id 194223850,dsduwphqw,12000.0,200.0,3,2,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194223774,dsduwphqw,7000.0,250.0,3,3,ground,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194223764,dsduwphqw,5500.0,107.0,2,1,6,no,yes,fdlur,pdglqdwb
Ad id 194223675,dsduwphqw,2000.0,50.0,1,1,1,yes,yes,vrxwk vlqdl,vkdup do-vkhlnk
Ad id 194199439,dsduwphqw,2400.0,120.0,2,1,6,no,yes,jkdueld,wdqwd
Ad id 194223635,dsduwphqw,7500.0,170.0,3,2,3,no,yes,fdlur,cdkudd do pddgl
Ad id 194223529,dsduwphqw,7500.0,180.0,3,3,3,no,yes,fdlur,pddgl
Ad id 194212032,dsduwphqw,5000.0,120.0,2,1,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194223196,dsduwphqw,3500.0,160.0,3,2,6,no,yes,dohadqguld,djdpl
Ad id 194223200,dsduwphqw,10500.0,90.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 183289677,dsduwphqw,20000.0,280.0,3,3,3,no,yes,fdlur,pddgl
Ad id 194222720,dsduwphqw,12000.0,123.0,3,2,3,yes,yes,fdlur,uhkde flwb
Ad id 194222716,dsduwphqw,14000.0,120.0,2,2,ground,yes,yes,jlcd,vkhlnk cdbhg
Ad id 192414028,dsduwphqw,23000.0,146.0,2,2,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 192876538,dsduwphqw,1640000.0,140.0,3,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300397,dsduwphqw,4000000.0,151.0,3,2,3,no,no,jlcd,vkhlnk cdbhg
Ad id 194300392,dsduwphqw,370000.0,155.0,3,2,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300389,dsduwphqw,1150000.0,135.0,3,1,ground,no,no,jlcd,6wk ri rfwrehu
Ad id 194300382,dsduwphqw,245000.0,80.0,2,1,3,no,no,dohadqguld,qdnkhho
Ad id 194288210,dsduwphqw,370000.0,155.0,3,2,3,no,no,fdlur,qdvu flwb
Ad id 193523465,dsduwphqw,695000.0,138.0,3,3,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 192763776,dsduwphqw,1750000.0,150.0,3,2,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 190572831,dsduwphqw,4000000.0,425.0,3,3,8,no,no,gdndkold,pdqvxud
Ad id 183869887,dsduwphqw,1120000.0,140.0,3,1,4,no,no,gdndkold,pdqvxud
Ad id 194300362,dsduwphqw,2100000.0,215.0,3,3,6,no,no,fdlur,cdkudd do pddgl
Ad id 194300360,gxsoha,4200000.0,234.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300359,dsduwphqw,1200000.0,90.0,1,1,3,no,no,fdlur,qhz fdslwdo flwb
Ad id 194300353,dsduwphqw,1550000.0,220.0,3,2,ground,no,no,jlcd,6wk ri rfwrehu
Ad id 194300348,dsduwphqw,1785000.0,210.0,3,3,2,no,no,jlcd,6wk ri rfwrehu
Ad id 194300335,gxsoha,7350000.0,350.0,3,4,ground,no,no,jlcd,6wk ri rfwrehu
Ad id 194300283,gxsoha,2650000.0,171.0,2,2,ground,no,no,fdlur,prvwdnedo flwb
Ad id 194022457,dsduwphqw,2105000.0,240.0,3,3,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 193945598,dsduwphqw,3750000.0,270.0,3,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 192763284,dsduwphqw,2105000.0,230.0,4,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 192763228,dsduwphqw,1200000.0,200.0,3,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300312,dsduwphqw,18000000.0,277.0,4,2,5,no,no,jlcd,jlcd glvwulfw
Ad id 194300289,dsduwphqw,850000.0,100.0,2,1,1,no,no,fdlur,vkhudwrq
Ad id 194300179,dsduwphqw,1300000.0,140.0,2,2,1,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194194476,dsduwphqw,2142260.0,187.0,3,3,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 193272977,dsduwphqw,695000.0,140.0,3,3,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 192582654,dsduwphqw,917000.0,58.0,1,1,3,no,no,fdlur,prvwdnedo flwb
Ad id 190122089,dsduwphqw,4019843.0,149.0,2,3,4,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 182035741,dsduwphqw,194000.0,155.0,3,2,3,no,no,fdlur,qhz fdslwdo flwb
Ad id 194300272,dsduwphqw,440000.0,100.0,2,1,4,no,no,jlcd,kdgdbhn do-dkudp
Ad id 194300265,dsduwphqw,1600000.0,165.0,3,2,2,no,no,jlcd,6wk ri rfwrehu
Ad id 194300251,dsduwphqw,1568000.0,196.0,4,3,3,no,no,jlcd,6wk ri rfwrehu
Ad id 194300250,dsduwphqw,273000.0,168.0,3,2,2,no,no,fdlur,prvwdnedo flwb
Ad id 194300249,dsduwphqw,2700000.0,250.0,3,2,3,no,no,jlcd,prkdqghvvlq
Ad id 194258028,dsduwphqw,283000.0,152.0,3,2,1,no,no,jlcd,6wk ri rfwrehu
Ad id 194020162,dsduwphqw,3500000.0,201.0,3,4,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300245,dsduwphqw,420000.0,177.0,3,3,3,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300243,gxsoha,720000.0,235.0,4,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300237,dsduwphqw,750000.0,120.0,2,1,3,no,no,fdlur,vkrurxn flwb
Ad id 194300218,dsduwphqw,2650000.0,133.0,2,2,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194299058,gxsoha,1366000.0,280.0,3,3,4,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 193272904,dsduwphqw,695000.0,140.0,3,3,2,no,no,jlcd,kdgdbhn 6wk ri rfwrehu
Ad id 194218510,dsduwphqw,11000.0,150.0,2,2,ground,no,yes,fdlur,kholrsrolv
Ad id 194222551,dsduwphqw,6500.0,85.0,1,1,ground,no,yes,fdlur,uhkde flwb
Ad id 194222398,dsduwphqw,9000.0,190.0,3,3,2,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194222223,vwxglr,11000.0,280.0,1,1,3,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194222188,dsduwphqw,22000.0,165.0,3,2,2,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194222177,dsduwphqw,8000.0,99.0,2,2,3,no,yes,fdlur,uhkde flwb
Ad id 194222030,dsduwphqw,17000.0,320.0,3,3,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194221958,dsduwphqw,10000.0,210.0,3,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194221900,dsduwphqw,3800.0,100.0,2,1,9,yes,yes,fdlur,pddgl
Ad id 194221848,dsduwphqw,8000.0,185.0,3,3,3,no,yes,jlcd,vkhlnk cdbhg
Ad id 194198256,dsduwphqw,15000.0,150.0,3,1,3,yes,yes,jlcd,grnnl
Ad id 194221792,dsduwphqw,40000.0,200.0,3,3,3,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194221736,dsduwphqw,9500.0,140.0,3,2,ground,yes,yes,jlcd,vkhlnk cdbhg
Ad id 194187373,dsduwphqw,4000.0,140.0,2,2,7,yes,yes,dohadqguld,vlgl ehvku
Ad id 194187284,dsduwphqw,8000.0,180.0,2,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194186226,dsduwphqw,20000.0,120.0,2,1,5,yes,yes,fdlur,dopdcdk
Ad id 194221487,vwxglr,7000.0,58.0,1,1,ground,yes,yes,fdlur,pdglqdwb
Ad id 194221389,dsduwphqw,2500.0,125.0,4,1,5,no,yes,fdlur,dlq vkdpv
Ad id 194221409,dsduwphqw,11000.0,250.0,3,3,1,no,yes,jlcd,vkhlnk cdbhg
Ad id 194221355,dsduwphqw,13000.0,90.0,2,1,2,yes,yes,fdlur,uhkde flwb
Ad id 194221143,dsduwphqw,6000.0,170.0,3,2,2,yes,yes,fdlur,dedvlbd
Ad id 194220829,dsduwphqw,5500.0,81.0,2,1,5,no,yes,fdlur,pdglqdwb
Ad id 194220717,dsduwphqw,3500.0,175.0,3,2,4,no,yes,jlcd,kdgdbhn do-dkudp
Ad id 194220731,dsduwphqw,6700.0,140.0,3,2,2,no,yes,fdlur,pdglqdwb
Ad id 181431686,dsduwphqw,7500.0,120.0,2,2,7,yes,yes,fdlur,qdvu flwb
Ad id 194186296,dsduwphqw,2800.0,70.0,2,1,3,no,yes,jlcd,vkhlnk cdbhg
Ad id 194168411,dsduwphqw,9000.0,100.0,2,1,2,yes,yes,dohadqguld,odxuhqw
Ad id 193503246,dsduwphqw,2000.0,120.0,2,1,3,no,yes,jkdueld,pdkdood do-nreud
Ad id 194220631,dsduwphqw,13000.0,155.0,2,2,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194220615,vwxglr,17000.0,90.0,1,1,3,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 193398257,dsduwphqw,1500.0,45.0,2,1,1,no,yes,gdndkold,pdqvxud
Ad id 192891441,dsduwphqw,900.0,96.0,2,2,ground,no,yes,fdlur,pdglqdwb
Ad id 194220425,dsduwphqw,8500.0,150.0,3,2,2,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194220404,dsduwphqw,6000.0,140.0,2,1,10+,yes,yes,jlcd,idlvdo
Ad id 194220240,dsduwphqw,5500.0,200.0,3,2,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194220348,dsduwphqw,10000.0,170.0,2,2,2,yes,yes,fdlur,qdvu flwb
Ad id 194220156,dsduwphqw,6500.0,175.0,2,1,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194220087,dsduwphqw,11000.0,225.0,4,3,1,yes,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 194214677,dsduwphqw,1600.0,100.0,3,1,6,no,yes,fdlur,dlq vkdpv
Ad id 194219955,dsduwphqw,7500.0,225.0,4,3,1,no,yes,fdlur,qhz fdlur - ho wdjdprd
Ad id 187927754,dsduwphqw,1937000.0,165.0,3,3,ground,no,no,jlcd,vkhlnk cdbhg
Ad id 194300204,dsduwphqw,1850000.0,91.0,2,1,3,no,no,fdlur,pdglqdwb
Ad id 194300200,dsduwphqw,7700000.0,460.0,4,3,4,no,no,fdlur,pdglqdwb
Ad id 194300198,shqwkrxvh,3850000.0,190.0,4,4,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300194,gxsoha,9984000.0,192.0,4,3,10,no,no,pdwuxk,qruwk frdvw
Ad id 194300182,dsduwphqw,2200000.0,240.0,3,3,1,no,no,jlcd,6wk ri rfwrehu
Ad id 194300172,dsduwphqw,4000000.0,320.0,3,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300166,dsduwphqw,1924500.0,205.0,3,3,ground,no,no,jlcd,vkhlnk cdbhg
Ad id 194300134,dsduwphqw,2250000.0,100.0,2,2,6,yes,no,fdlur,pddgl
Ad id 194300159,dsduwphqw,1600000.0,160.0,3,2,10+,yes,no,fdlur,cdkudd do pddgl
Ad id 194300157,gxsoha,5300000.0,376.0,4,3,ground,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300142,shqwkrxvh,4980000.0,128.0,3,3,highest,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300137,dsduwphqw,7262000.0,127.0,2,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300126,dsduwphqw,1800000.0,116.0,3,2,1,no,no,fdlur,pdglqdwb
Ad id 194300122,dsduwphqw,1836000.0,216.0,3,3,3,no,no,jlcd,6wk ri rfwrehu
Ad id 194300113,dsduwphqw,3200000.0,162.0,3,3,1,no,no,fdlur,uhkde flwb
Ad id 194300112,dsduwphqw,4000000.0,320.0,5,3,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300109,dsduwphqw,2500000.0,190.0,3,2,2,no,no,fdlur,qhz fdlur - ho wdjdprd
Ad id 194300108,dsduwphqw,996000.0,124.0,3,2,3,no,no,fdlur,qhz fdslwdo flwb
